tweet_id,favorite_count,retweet_count,retweet_status,url
868880397819494401,58625,12394,Original tweet,https://t.co/r28jFx9uyF
868639477480148993,0,1769,Original tweet,https://…
868622495443632128,23930,4532,Original tweet,https://t.co/yeaH8Ej5eM
868552278524837888,9086,1769,Original tweet,https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi
867900495410671616,21843,3610,Original tweet,https://t.co/JMhDNv5wXZ
867774946302451713,30572,6319,Original tweet,https://t.co/ZYg3NZGICa
867421006826221569,14511,2138,Original tweet,https://t.co/XZlZKd73go
867072653475098625,0,102,Original tweet,https://t.co/nRCdq4g9gG
867051520902168576,29034,6855,Original tweet,https://t.co/M5Rz0R8SIQ
866720684873056260,18043,4165,Original tweet,https://t.co/Q8mVwWN3f4
866686824827068416,17329,2997,Original tweet,https://t.co/9b9J46E86Z
866450705531457537,110058,30600,Original tweet,https://t.co/wk7TfysWHr
866334964761202691,47122,12348,Original tweet,https://t.co/W86h5dgR6c
866094527597207552,0,7242,Original tweet,https://t.co/ORiK…
865718153858494464,23200,4903,Original tweet,https://t.co/pozUoHLkGg
865359393868664832,23880,4345,Original tweet,https://t.co/g20EmqK7vc
865006731092295680,25339,6738,Original tweet,https://t.co/LbkG5CiM7o
864873206498414592,29135,7562,Original tweet,https://t.co/wr3xsjeCIR
864279568663928832,13216,2612,Original tweet,https://t.co/S2HdmFFPck
864197398364647424,26942,7656,Original tweet,https://t.co/cPq9fYvkzr
863907417377173506,18671,3630,Original tweet,https://t.co/ht47njyZ64
863553081350529029,13828,3672,Original tweet,https://t.co/tordvmaaop
863471782782697472,0,2108,Original tweet,https://…
863432100342583297,21566,4598,Original tweet,https://t.co/fGQUzR8w3H
863427515083354112,1977,81,Original tweet,0
863079547188785154,7986,967,Original tweet,https://t.co/lVU5GyNFen
863062471531167744,7619,2108,Original tweet,https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt
862831371563274240,17402,4510,Original tweet,https://t.co/ixOFQ1tfqE
862722525377298433,15516,3119,Original tweet,https://t.co/Eme9Uar6v2
862457590147678208,18475,4298,Original tweet,https://t.co/jvSNASweNb
862096992088072192,67033,20199,Original tweet,https://t.co/nvZyyrp0kd
861383897657036800,32638,9377,Original tweet,https://t.co/QFRlbZw4Z1
861288531465048066,15541,3629,Original tweet,https://t.co/SqKJPwbQ2g
861005113778896900,15171,3369,Original tweet,https://t.co/jH6EN9cEn6
860981674716409858,0,1871,Original tweet,https://t…
860924035999428608,0,683,Original tweet,https://t.co/6n8hzNihJ9
860563773140209665,6803,1871,Original tweet,https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt
860524505164394496,21511,4658,Original tweet,https://t.co/C2zHcNIu4I
860276583193509888,16782,3105,Original tweet,https://t.co/xJo6S2sfsN
860184849394610176,15164,5169,Original tweet,https://t.co/upRYxG4KbG
860177593139703809,0,27087,Original tweet,https://t.c…
859924526012018688,17854,3625,Original tweet,https://t.co/g8vpXFzw29
859851578198683649,14121,3107,Original tweet,https://t.co/BqSttrTuIl
859607811541651456,17013,1371,Original tweet,https://t.co/BArWupFAn0
859196978902773760,81473,26591,Original tweet,https://t.co/g2nSyGenG9
859074603037188101,30764,12098,Original tweet,https://t.co/gEsymGTXCT
858860390427611136,0,7155,Original tweet,…
858843525470990336,14287,3056,Original tweet,https://t.co/cUeDMlHJbq
858471635011153920,19724,4306,Original tweet,https://t.co/8jOC4zhNxy
858107933456039936,14410,2562,Original tweet,https://t.co/QXA4sCXSDF
857989990357356544,14678,2286,Original tweet,https://t.co/sOl7cFaP5X
857746408056729600,31169,9441,Original tweet,https://t.co/7IFn3rkJai
857393404942143489,5363,1458,Original tweet,https://t.co/Mj4j6QoIJk https://t.co/JdNE5oqYEV
857263160327368704,18430,4019,Original tweet,https://t.co/e3U4NReleC
857214891891077121,207,16,Original tweet,0
857062103051644929,0,149,Original tweet,https://t.co/…
857029823797047296,17253,3526,Original tweet,https://t.co/uMH5CLjXJu
856543823941562368,15017,2569,Original tweet,https://t.co/Bh9DtLhIBO
856526610513747968,10945,1671,Original tweet,https://t.co/p1hBHCmWnA
856288084350160898,493,15,Original tweet,0
856282028240666624,25526,5637,Original tweet,https://t.co/GUefqUmZv8
855862651834028034,306,22,Original tweet,h
855860136149123072,4469,863,Original tweet,0
855857698524602368,10967,1882,Original tweet,https://t.co/sb73bV5Y7S
855851453814013952,42446,16334,Original tweet,https://t.co/cMhq16isel
855818117272018944,24537,4865,Original tweet,https://t.co/5BEjzT2Tth
855459453768019968,27414,7374,Original tweet,https://t.co/Xc7uj1C64x
855245323840757760,0,5339,Original tweet,…
855138241867124737,0,36,Original tweet,…
854732716440526848,20953,5431,Original tweet,https://t.co/nJztIEON5s
854482394044301312,26928,6095,Original tweet,https://t.co/AL4Ahm1Rm5
854365224396361728,17403,4215,Original tweet,https://t.co/mdaQhhfpv6
854120357044912130,29561,6686,Original tweet,https://t.co/oBL7LEJEzR
854010172552949760,15025,2833,Original tweet,https://t.co/TXdT3tmuYk
853760880890318849,26379,5167,Original tweet,https://t.co/yT4vw8y77x
853639147608842240,31916,8965,Original tweet,https://t.co/wiQZIsaWUe
853299958564483072,14335,3211,Original tweet,https://t.co/EX9Z3EXlVP
852936405516943360,0,1808,Original tweet,https://t…
852912242202992640,8350,1624,Original tweet,https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U
852672615818899456,13831,1953,Original tweet,https://t.co/VlyBzOXHEW
852553447878664193,15083,3153,Original tweet,https://t.co/ArnxkyD2kC
852311364735569921,30697,8974,Original tweet,https://t.co/2d370P0OEg
852226086759018497,18556,6161,Original tweet,https://t.co/NP5JW8LnmW
852189679701164033,10695,1441,Original tweet,https://t.co/jrFzScKWEG
851591660324737024,15143,3165,Original tweet,https://t.co/BMtfCmNbnS
851464819735769094,22554,6384,Original tweet,https://t.co/E4a0R9my1M
851224888060895234,19263,5227,Original tweet,https://t.co/iHYfZdz444
850753642995093505,28485,8193,Original tweet,https://t.co/hLQ2Ilg2uN
850380195714523136,12209,2363,Original tweet,https://t.co/FXZQtBcnTO
850333567704068097,3229,302,Original tweet,S
850145622816686080,15207,3440,Original tweet,https://t.co/PCX25VV78l
850019790995546112,18986,4431,Original tweet,https://t.co/ecb3LvExde
849776966551130114,28269,6900,Original tweet,https://t.co/TCMC90mSOT
849668094696017920,0,4507,Original tweet,https…
849412302885593088,14835,2870,Original tweet,https://t.co/Uq3ChFgWA3
849336543269576704,10705,1716,Original tweet,https://t.co/jqPk1BZ6xu
849051919805034497,39513,7725,Original tweet,https://t.co/r6GjO6MbZz
848690551926992896,23571,3966,Original tweet,https://t.co/UOE79zb6VU
848324959059550208,23111,4202,Original tweet,https://t.co/1pSqUbLQ5Z
848213670039564288,7635,657,Original tweet,t
848212111729840128,15221,2747,Original tweet,https://t.co/DkOBbwulw1
847978865427394560,0,2976,Original tweet,https://t.c…
847971574464610304,0,402,Original tweet,https://t.co/0bYtoL7Wwt
847962785489326080,22006,4642,Original tweet,https://t.co/rcDs5LkiSj
847842811428974592,5080,1206,Original tweet,https://t.co/zK4cpKPFfU https://t.co/7Xvoalr798
847617282490613760,6556,379,Original tweet,0
847606175596138505,17568,3129,Original tweet,https://t.co/WTPBWT6Ux1
847251039262605312,19227,3970,Original tweet,https://t.co/zhbRIZQgnq
847157206088847362,18622,5315,Original tweet,https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r
847116187444137987,20136,2915,Original tweet,https://t.co/EeeErAbso0
846874817362120707,18847,3600,Original tweet,https://t.co/P7PBGqrKSe
846514051647705089,41698,10524,Original tweet,https://t.co/cFAasDXauK
846505985330044928,13235,2811,Original tweet,https://t.co/GJ8rozumsy
846153765933735936,29492,8274,Original tweet,https://t.co/a0CkS5ExFR
846139713627017216,29144,9280,Original tweet,https://t.co/4ctgpGcqAd
846042936437604353,15006,2625,Original tweet,https://t.co/0hLkztpiOW
845812042753855489,27378,7973,Original tweet,https://t.co/TLNexlqzXP
845677943972139009,23739,4431,Original tweet,https://t.co/z30iQLiXNo
845397057150107648,7188,1636,Original tweet,https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o
845306882940190720,21895,4939,Original tweet,https://t.co/7mPCF4ZwEk
845098359547420673,0,7034,Original tweet,https://t…
844979544864018432,12836,2343,Original tweet,https://t.co/a5OaJeRl9B
844973813909606400,14108,2895,Original tweet,https://t.co/B1iBuSq3hr
844580511645339650,15474,2854,Original tweet,https://t.co/gAzPqT7uyk
844223788422217728,12857,2007,Original tweet,https://t.co/H38HB6rBTx
843981021012017153,14310,2727,Original tweet,https://t.co/Gu5wHx3CBd
843856843873095681,20206,4226,Original tweet,https://t.co/f5C5l5wa0e
843604394117681152,15926,2512,Original tweet,https://t.co/wHUElL84RC
843235543001513987,20230,5490,Original tweet,https://t.co/DKwp2ByMsL
842846295480000512,14403,3349,Original tweet,https://t.co/nFpNgCWWYs
842765311967449089,6369,1184,Original tweet,https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l
842535590457499648,17127,3226,Original tweet,https://t.co/Tf0rh9ZgZe
842163532590374912,23029,5339,Original tweet,https://t.co/o6E0hB3xZl
842115215311396866,13189,2797,Original tweet,https://t.co/iDK4OyQJoy
841833993020538882,0,13755,Original tweet,https://t.co/btzf1zTDeQ
841680585030541313,24324,7245,Original tweet,https://t.co/qUOijSlPnj
841439858740625411,11898,3365,Original tweet,https://t.co/SVNMdFqKDL
841320156043304961,18655,5096,Original tweet,https://t.co/cEORXhwZ5K
841314665196081154,14932,4281,Original tweet,https://t.co/9lVAqDEvZ5
841077006473256960,21627,4945,Original tweet,https://t.co/XKJrmO4fAQ
840761248237133825,0,1634,Original tweet,https:/…
840728873075638272,0,14817,Original tweet,https://…
840698636975636481,168,2,Original tweet,n
840696689258311684,11614,895,Original tweet,https://t.co/2gclc1MNr7
840632337062862849,8528,1634,Original tweet,https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o
840370681858686976,15521,4225,Original tweet,https://t.co/76iL7JUQdG
840268004936019968,18151,5293,Original tweet,https://t.co/8Wsr6b4RjE
839990271299457024,12705,2100,Original tweet,https://t.co/r7W1NbkOtr
839549326359670784,25898,7155,Original tweet,https://t.co/GuxEXTdnMu
839290600511926273,0,135,Original tweet,https://t.co/act3duiqbL
839239871831150596,25549,6011,Original tweet,https://t.co/JEXB9RwBmm
838952994649550848,18612,3704,Original tweet,https://t.co/ngAxYLVYHP
838921590096166913,10554,1881,Original tweet,https://t.co/oXVu9pNZZv
838916489579200512,0,31,Original tweet,https://t.co/6UCGFczlOI
838831947270979586,0,10176,Original tweet,https:…
838561493054533637,10390,1242,Original tweet,https://t.co/0av1PEehFI
838476387338051585,21224,4388,Original tweet,https://t.co/51FXNuouHI
838201503651401729,0,9317,Original tweet,https://t.co/EM…
838150277551247360,1580,307,Original tweet,0
838085839343206401,134,1,Original tweet,0
838083903487373313,16682,2884,Original tweet,https://t.co/meUc8jufAO
837820167694528512,32238,7242,Original tweet,https://t.co/ORiK6jlgdH
837482249356513284,3658,413,Original tweet,https://t.co/Z3LAaV2pKz
837471256429613056,12136,2089,Original tweet,https://t.co/u51tzXSVi3
837110210464448512,15244,2196,Original tweet,https://t.co/7pUjwe8X6B
836989968035819520,12105,2139,Original tweet,https://t.co/beWUzGVKRM
836753516572119041,18356,4311,Original tweet,https://t.co/GZmNEdyoJY
836677758902222849,11991,2052,Original tweet,https://t.co/fGAPAsxjKs
836648853927522308,0,512,Original tweet,…
836397794269200385,0,25432,Original tweet,https:/…
836380477523124226,14075,2779,Original tweet,https://t.co/W4KffrdX3Q
836260088725786625,20217,4030,Original tweet,https://t.co/gA2GECjiQD
836001077879255040,18111,3949,Original tweet,https://t.co/uRdKlFArQE
835685285446955009,0,7544,Original tweet,https://t.co/…
835574547218894849,16890,3353,Original tweet,https://t.co/cVQEnUQd8q
835536468978302976,0,1568,Original tweet,https://…
835309094223372289,0,19419,Original tweet,https://t.co/dsv4xAtfv7
835297930240217089,15646,2783,Original tweet,https://t.co/1U0z6r5LSO
835264098648616962,7338,1568,Original tweet,https://t.co/FYFyHh7rir https://t.co/IiB7ggduoU
835246439529840640,2006,64,Original tweet,o
835172783151792128,24870,5359,Original tweet,https://t.co/8fX2VkExnL
835152434251116546,21205,2808,Original tweet,https://t.co/YbEJPkg4Ag
834931633769889797,10237,1509,Original tweet,https://t.co/jTe7Y6P0HK
834786237630337024,20463,5165,Original tweet,https://t.co/3FIqvumEXE
834574053763584002,12959,2340,Original tweet,https://t.co/UtEVnQ1ZPg
834477809192075265,0,9906,Original tweet,…
834458053273591808,9137,1567,Original tweet,https://t.co/8ZOZS2FSJe
834209720923721728,19483,4395,Original tweet,https://t.co/FaeinVjzTZ
834167344700198914,15027,3416,Original tweet,https://t.co/o3bhLguymB
834089966724603904,9571,1996,Original tweet,https://t.co/ffIH2WxwF0
834086379323871233,12409,2062,Original tweet,https://t.co/5KmXPIGgAG
833863086058651648,12789,2233,Original tweet,https://t.co/HDloTYilWZ
833826103416520705,17285,3528,Original tweet,https://t.co/WTzhtfevKY
833732339549220864,0,209,Original tweet,…
833722901757046785,19935,3029,Original tweet,https://t.co/w1MQWO2PET
833479644947025920,14186,1909,Original tweet,https://t.co/YGeSpyN8Gu
833124694597443584,19244,4507,Original tweet,https://t.co/zD97KYFaFa
832998151111966721,12588,2045,Original tweet,https://t.co/QX1h0oqMz0
832769181346996225,0,38,Original tweet,https://t.co/zFEfMTaHqU
832757312314028032,16050,3372,Original tweet,https://t.co/On7muWnWSQ
832682457690300417,11287,2701,Original tweet,https://t.co/8YlD5lxPbQ
832645525019123713,2783,490,Original tweet,https://t.co/dp5h9bCwU7
832636094638288896,15088,2593,Original tweet,https://t.co/Y4DZx2UWsr
832397543355072512,11388,2058,Original tweet,https://t.co/nqAJGCHKEt
832369877331693569,16321,2976,Original tweet,https://t.co/Dhdx5HnQ4d
832273440279240704,10812,2172,Original tweet,https://t.co/SHAb1wHjMz
832215909146226688,0,5794,Original tweet,https://t.co/yBO5wu…
832215726631055365,0,8684,Original tweet,https://t.co/rLHGx3VAF3
832088576586297345,61,2,Original tweet,5
832040443403784192,0,8938,Original tweet,https://t.co/guDkLrX8zV
832032802820481025,16992,4358,Original tweet,https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M
831939777352105988,22770,5730,Original tweet,https://t.co/k9bzgyVdUT
831926988323639298,323,34,Original tweet,0
831911600680497154,26180,6056,Original tweet,https://t.co/l38R6IZNNg
831670449226514432,9920,1706,Original tweet,https://t.co/u6p4LxzHKg
831650051525054464,6778,1808,Original tweet,https://t.co/piiX0ke8Z6 https://t.co/1UHrKcaCiO
831552930092285952,8563,2183,Original tweet,https://t.co/BCbmFYLrse
831322785565769729,8869,1459,Original tweet,https://t.co/Xc0gyovCtK
831315979191906304,6246,1047,Original tweet,https://t.co/jd6lYhfdH4
831309418084069378,11244,2299,Original tweet,https://t.co/ghqMfxxa4V
831262627380748289,11331,1913,Original tweet,https://t.co/zqR5XKMpuY
830956169170665475,7613,1394,Original tweet,https://t.co/X4vNEzAod5
830583320585068544,63227,15615,Original tweet,https://t.co/SATN4If5H5
830173239259324417,0,5311,Original tweet,…
830097400375152640,9288,2741,Original tweet,https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW
829878982036299777,0,4657,Original tweet,https://t.co/QV5nx6otZR
829861396166877184,11683,1809,Original tweet,https://t.co/xeudgDXmTU
829501995190984704,30233,9906,Original tweet,https://t.co/Xw9JbJHTul
829449946868879360,9994,1881,Original tweet,https://t.co/fmRS43mWQB
829141528400556032,23175,6857,Original tweet,https://t.co/rHwfySggqR
829011960981237760,50885,15325,Original tweet,https://t.co/U50RlRw4is
828801551087042563,0,3203,Original tweet,https…
828770345708580865,24384,5469,Original tweet,https://t.co/AqPTHYUBFz
828708714936930305,34698,10465,Original tweet,https://t.co/vst2SEVJO3
828650029636317184,9074,1260,Original tweet,https://t.co/bZ4axuH6OK
828409743546925057,6095,1095,Original tweet,https://t.co/ZH5CvRlCxt
828408677031882754,7342,1201,Original tweet,https://t.co/7WFLKli2T3
828381636999917570,12025,2081,Original tweet,https://t.co/iCk7zstRA9
828376505180889089,7069,1001,Original tweet,https://t.co/HKBVZqXFNR
828372645993398273,12018,2755,Original tweet,https://t.co/JcTuUcyYNS
828361771580813312,2089,166,Original tweet,n
828046555563323392,11186,2690,Original tweet,https://t.co/O37z4jaMG9
828011680017821696,9895,2018,Original tweet,https://t.co/rkhCFfDtxB
827933404142436356,19084,4897,Original tweet,https://t.co/j8D3PQJvpJ
827653905312006145,14773,2827,Original tweet,https://t.co/eAA8lratd3
827600520311402496,7142,874,Original tweet,https://t.co/vrppizPGdb
827324948884643840,15131,2832,Original tweet,https://t.co/UU3KqQF5n5
827199976799354881,10116,2082,Original tweet,https://t.co/UkyQibIBzZ
826958653328592898,20566,4657,Original tweet,https://t.co/QV5nx6otZR
826848821049180160,34451,9462,Original tweet,https://t.co/WS0Gha8vRh
826615380357632002,0,3729,Original tweet,https:/…
826598799820865537,4921,233,Original tweet,g
826598365270007810,9556,2198,Original tweet,https://t.co/YprN62Z74I
826476773533745153,17546,3946,Original tweet,https://t.co/YIV8sw8xkh
826240494070030336,12669,2440,Original tweet,https://t.co/srXL2s868C
826204788643753985,4658,862,Original tweet,https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX
826115272272650244,14902,2903,Original tweet,https://t.co/6gHoGah9nm
825876512159186944,10030,1747,Original tweet,https://t.co/feNwTq12S5
825829644528148480,12183,2361,Original tweet,https://t.co/YimNdkZrhM
825535076884762624,54628,16569,Original tweet,https://t.co/6ao80wIpV1
825147591692263424,17461,4234,Original tweet,https://t.co/AyBEmx56MD
825120256414846976,0,1177,Original tweet,https:/…
825026590719483904,5985,1177,Original tweet,https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc
824796380199809024,0,5161,Original tweet,https://t.co/ivPWhspN3E
824775126675836928,14240,3312,Original tweet,https://t.co/F0VWg2GztI
824663926340194305,10038,1662,Original tweet,https://t.co/A5Mx4h1FSM
824325613288833024,11308,10018,Original tweet,https://t.co/wBmc7OaGvS
824297048279236611,14382,3613,Original tweet,https://t.co/EmJbG0skLt
824025158776213504,4630,568,Original tweet,https://t.co/50qq2DItPW
823939628516474880,10192,2566,Original tweet,https://t.co/m0hrATIEyw
823719002937630720,0,10473,Original tweet,https://t.co/T7Jr4Gw4sC
823699002998870016,13381,2364,Original tweet,https://t.co/yCydYURYEL
823581115634085888,12407,2469,Original tweet,https://t.co/6F5Rrp472U
823333489516937216,669,21,Original tweet,0
823322678127919110,15006,3768,Original tweet,https://t.co/stkJ377KK7
823269594223824897,0,9322,Original tweet,https://t.co/rLi83ZyCL5
822975315408461824,16570,3236,Original tweet,https://t.co/yUM8jYStuG
822872901745569793,125455,40433,Original tweet,https://t.co/nTz3FtorBc
822859134160621569,12605,2132,Original tweet,https://t.co/SSQE06XClS
822647212903690241,0,6012,Original tweet,https://t.co/liJGwMp17E
822610361945911296,14130,2763,Original tweet,https://t.co/mcagPeENIh
822489057087389700,17310,6012,Original tweet,https://t.co/liJGwMp17E
822462944365645825,26587,13324,Original tweet,https://t.co/M3hZGadUuO
822244816520155136,33446,9322,Original tweet,https://t.co/rLi83ZyCL5
822163064745328640,0,4445,Original tweet,https:…
821886076407029760,10802,2167,Original tweet,https://t.co/djMep7mGkV
